aacode	floorx	SAP_hhsizex
H1122106	149.14	2.932837997
H1122112	73.16	2.320334517
H1122114	134.28	2.905297627
H1122202	86.65	2.577035081
H1122204	74.26	2.344956058
H1122206	75.1	2.363325429
H1122210	97.77	2.717900855
H1122212	107.01	2.795636405
H1122215	88.78	2.608650538
H1122216	39.06	1.381582131
H1122302	42.8	1.482584658
H1122305	54.11	1.811237246
H1122308	76.09	2.38448879
H1122311	58.32	1.933757119
H1122313	83.98	2.534054455
H1122402	85.77	2.563286095
H1122406	80.78	2.477494159
H1122412	106.4	2.791401041
H1122414	99.13	2.731324788
H1122415	63.05	2.066426513
H1123107	120.71	2.866016332
H1123110	123.15	2.874706674
H1123112	79.95	2.461911744
H1123117	239.22	3.052915964
H1123202	53.44	1.791523849
H1123204	75.04	2.362025848
H1123314	216.81	3.023781988
H1123401	41.95	1.45907529
H1123404	75.77	2.377705933
H1123405	83.09	2.518881345
H1124101	70.32	2.253868657
H1124102	66.66	2.162390252
H1124107	128.17	2.890084557
H1124109	97.46	2.714735301
H1124110	67.96	2.195597126
H1124112	104.41	2.776772062
H1124114	40.65	1.423717285
H1124201	78.31	2.430012386
H1124203	83.96	2.533718173
H1124208	70.46	2.257240677
H1124209	47.91	1.628784862
H1124213	89.02	2.612067576
H1124214	134.42	2.90561064
H1124303	71.59	2.284099047
H1124306	96.01	2.699392083
H1124308	43.8	1.510594736
H1124404	474.17	3.358351
H1124405	56.09	1.869217873
H1124407	126.94	2.886592807
H1124408	54.79	1.831203608
H1124415	57.72	1.916491416
H1124416	94.07	2.67743451
H1131106	83.07	2.518535463
H1131108	110	2.814825934
H1131109	60.04	1.982765141
H1131112	87	2.58239083
H1131204	77.41	2.411880753
H1131210	45.46	1.557816336
H1131211	84.53	2.543218127
H1131212	64.36	2.101851466
H1131306	69.8	2.241259479
H1131307	83.26	2.521812607
H1131404	81.8	2.496127474
H1131406	47.77	1.624697945
H1132105	41.47	1.445931978
H1132106	126.8	2.886184808
H1132110	44.16	1.52076346
H1132112	37.73	1.347396945
H1132203	69.55	2.235150333
H1132205	73.58	2.32981077
H1132207	84.54	2.543383239
H1132210	72.9	2.314421961
H1132211	284.81	3.112183
H1132213	57.67	1.915049037
H1132302	79.66	2.456378301
H1132303	40.55	1.421029717
H1132305	74.33	2.346501215
H1132307	56.17	1.871549156
H1132310	57.83	1.919662761
H1132311	72.94	2.315333882
H1132409	66.72	2.163939485
H1133105	60.02	1.982199821
H1133108	66.39	2.155399225
H1133205	50.91	1.716916813
H1133210	260.72	3.080865999
H1133212	310.45	3.145515
H1133310	108.4	2.804873162
H1133407	94.78	2.685664746
H1133411	52.03	1.749955954
H1134103	84.45	2.5418953
H1134105	100.45	2.743652736
H1134110	63.05	2.066426513
H1134113	76.02	2.383009772
H1134202	61.46	2.022599185
H1134206	127.95	2.889471978
H1134207	73.7	2.332501231
H1134210	82.42	2.507176293
H1134212	46.02	1.573920991
H1134301	48.66	1.650728918
H1134302	92.15	2.654019694
H1134402	62.29	2.045585959
H1134404	76.36	2.390168711
H1134409	47.14	1.606348307
H1141103	87.13	2.584363884
H1141104	81.35	2.487976955
H1141107	36.53	1.317473477
H1141202	77.5	2.413713834
H1141209	56.12	1.870092225
H1141301	66.58	2.160322153
H1141302	59.16	1.957786863
H1141303	79.57	2.454651652
H1141304	77.26	2.408815794
H1141307	72.54	2.30617721
H1142101	62.87	2.061509135
H1142102	72.2	2.29832885
H1142104	56.26	1.874170603
H1142105	93.18	2.666793666
H1142110	57.77	1.917933259
H1142201	58.76	1.946365764
H1142205	91.69	2.64815282
H1142207	76.41	2.391216211
H1142302	71.08	2.272056612
H1142306	70.14	2.249518975
H1142307	82.82	2.514193664
H1142309	69.37	2.230732997
H1142313	59.37	1.963766515
H1142402	81.24	2.48596779
H1142404	183.38	2.980246029
H1142406	82.66	2.511397136
H1143101	136.46	2.910021098
H1143103	75.08	2.36289245
H1143108	114.38	2.83871539
H1143204	81.03	2.482113748
H1143207	59.01	1.953508691
H1143208	54.8	1.831496864
H1143303	66.84	2.1670332
H1143309	81.94	2.498640664
H1143405	54.79	1.831203608
H1143407	77.41	2.411880753
H1143408	47.62	1.620322677
H1144103	107.05	2.79591019
H1144105	42.62	1.477582196
H1144107	81.74	2.495047121
H1144108	74.49	2.350023212
H1144111	159.1	2.947638028
H1144202	85.55	2.559785173
H1144206	40.51	1.419956041
H1144207	61.94	2.035920817
H1144208	47.97	1.630537353
H1144209	177.62	2.972683655
H1144403	84.78	2.547329918
H1151101	122.35	2.871954714
H1151106	253.72	3.071765997
H1151111	80.88	2.479346098
H1151113	76.89	2.40120312
H1151119	139.63	2.91637755
H1151204	66.36	2.154620487
H1151209	84.59	2.544208001
H1151211	54.03	1.80888531
H1151215	174.32	2.968324714
H1151218	51.69	1.739925126
H1151219	74.58	2.35199834
H1151221	174.84	2.96901325
H1151222	51.41	1.731664584
H1151223	78.68	2.437337949
H1151305	78.43	2.432396459
H1151317	165.39	2.956352038
H1151405	78.11	2.426021413
H1151411	68.66	2.213157638
H1151412	54.78	1.830910341
H1151413	46.34	1.583157918
H1151416	56.53	1.882026788
H1151418	93.67	2.672697104
H1151420	75.12	2.363758194
H1151421	46.28	1.581424189
H1152103	62.03	2.038410107
H1152104	74.91	2.359203466
H1152106	60.75	2.002758729
H1152107	64.17	2.096754088
H1152111	69.91	2.243937861
H1152112	75.78	2.377918735
H1152116	70.42	2.256278233
H1152118	71.83	2.289720375
H1152202	42.06	1.462101134
H1152204	87.58	2.591126115
H1152205	73.15	2.320107765
H1152212	76.83	2.399961607
H1152214	69.92	2.244181057
H1152215	55.93	1.864552252
H1152216	61.68	2.028714342
H1152218	71.52	2.282453966
H1152220	73.7	2.332501231
H1152307	108.79	2.807364552
H1152314	51.97	1.748185856
H1152317	80.87	2.47916115
H1152320	86.37	2.572704462
H1152409	89.84	2.623524235
H1152415	51.95	1.747595816
H1153102	53.63	1.797117665
H1153105	72.53	2.305947229
H1153106	56.62	1.884642715
H1153108	56.41	1.878536685
H1153111	55.86	1.862509791
H1153112	72.66	2.308932941
H1153114	68.97	2.22086093
H1153121	30.33	1.179598977
H1153205	51.5	1.734319685
H1153206	224.21	3.033402652
H1153208	86.55	2.575493136
H1153209	81.66	2.493603598
H1153212	87.25	2.586177386
H1153214	106.33	2.790907728
H1153216	73.67	2.331829327
H1153218	53.16	1.78327613
H1153219	33.63	1.24922511
H1153301	97.02	2.710173516
H1153303	103.38	2.768689512
H1153314	67.48	2.183424849
H1153315	67.62	2.186985954
H1153319	53.12	1.782097516
H1153321	54.44	1.8209327
H1153322	78.89	2.441462339
H1153401	149.78	2.93384475
H1153405	28.34	1.142300233
H1153414	54.04	1.809179332
H1153416	31.34	1.199921427
H1153420	39.41	1.390744096
H1154104	41.23	1.43939823
H1154110	102.31	2.759905575
H1154113	92.43	2.6575416
H1154118	55.47	1.851117049
H1154120	50.08	1.692456442
H1154206	80.59	2.473960398
H1154207	71.97	2.292985894
H1154215	72.11	2.296241365
H1154218	75.08	2.36289245
H1154301	125.06	2.88092244
H1154302	69.11	2.224324865
H1154304	92.88	2.663124408
H1154305	67.12	2.17422708
H1154310	79.7	2.457144276
H1154313	44.78	1.538372932
H1154314	93.69	2.672935712
H1154317	83.4	2.524214859
H1154318	122.56	2.872685988
H1154410	84.07	2.535565067
H1154418	62.64	2.055208936
H1154419	61.08	2.011999989
H1154420	49.9	1.687157084
H1161101	130.26	2.895660815
H1161103	82.58	2.509993664
H1161105	94.48	2.682214884
H1161204	65.54	2.133185813
H1161205	43.23	1.494584695
H1161207	86.95	2.581629627
H1161209	59.01	1.953508691
H1161305	79.47	2.452727945
H1161310	50.34	1.700114848
H1161403	68.2	2.201643575
H1161408	56.33	1.876208579
H1161409	79.03	2.444198506
H1162102	68.9	2.21912546
H1162103	45.28	1.552657083
H1162104	161.98	2.951668474
H1162205	99.99	2.739433284
H1162302	79.55	2.454267349
H1162308	72.95	2.315561732
H1162401	64.12	2.095410336
H1162402	81.36	2.488159279
H1162403	77.49	2.413510377
H1162405	113.48	2.834178845
H1162406	76.6	2.395184334
H1163201	120.61	2.865640724
H1163209	174.13	2.968072958
H1163305	48.65	1.650435824
H1163306	171.24	2.964230617
H1163310	83.73	2.529835466
H1163311	70.1	2.248550211
H1163404	114.29	2.838269846
H1163407	111.83	2.825375597
H1163408	85.5	2.55898594
H1163410	322.7	3.16144
H1164103	53.31	1.787695134
H1164202	93.5	2.670661516
H1164206	115.42	2.843737051
H1164303	84.82	2.54798471
H1164305	158.22	2.946389695
H1164307	127.34	2.887746426
H1164308	41.8	1.454957357
H1164403	265.59	3.087197
H1164409	101.01	2.748680948
H1171106	76.43	2.391634831
H1171107	36.73	1.322396716
H1171110	113.63	2.834947581
H1171112	54.92	1.835015026
H1171206	46.61	1.590969624
H1171208	108.7	2.806793425
H1171301	55.86	1.862509791
H1171306	137.95	2.913078253
H1171308	55	1.837359519
H1171314	68.16	2.200637686
H1171401	77.64	2.416556504
H1171408	48.15	1.635798147
H1171412	69.14	2.225065919
H1172101	63.18	2.06997065
H1172103	56.92	1.893351927
H1172104	76.25	2.387859438
H1172109	51.06	1.721340494
H1172111	80.88	2.479346098
H1172113	57.28	1.903780581
H1172203	60.09	1.984177944
H1172204	82.66	2.511397136
H1172207	38.68	1.371711166
H1172208	60.88	2.00640323
H1172210	37.81	1.349423815
H1172307	33.18	1.239198284
H1172312	97.16	2.711633792
H1173101	99.22	2.73218695
H1173106	56.09	1.869217873
H1173108	65.89	2.142369701
H1173203	59.86	1.977673197
H1173204	97.28	2.712878909
H1173206	70.82	2.26586687
H1173207	92.16	2.654146116
H1173211	64.31	2.100511419
H1173212	50.27	1.698052564
H1173214	70.32	2.253868657
H1173305	91.25	2.642446153
H1173306	54.79	1.831203608
H1173311	59.56	1.969166631
H1173312	73.07	2.31829186
H1173401	53.3	1.787400574
H1173402	48.22	1.637845318
H1174102	75.52	2.372368345
H1174103	77.51	2.413917237
H1174105	70.75	2.264194615
H1174106	107.05	2.79591019
H1174110	71.61	2.284568612
H1174111	121.54	2.869073072
H1174114	57.94	1.922831476
H1174205	83.16	2.520090228
H1174210	72.23	2.299023752
H1174211	87.48	2.589632438
H1174212	58.27	1.932321418
H1174213	44.44	1.52870143
H1174304	79.09	2.445367861
H1174308	70.74	2.263955521
H1174312	59.96	1.980503181
H1174313	108.66	2.80653886
H1174401	69.5	2.233924866
H1174403	79.56	2.454459528
H1174405	82.87	2.515064732
H1174408	70.89	2.267536674
H1174410	46.67	1.592707708
H1174411	108.93	2.808248462
H1174413	100.88	2.747524203
H1181101	54.73	1.829443834
H1181103	112.48	2.828920849
H1181107	40.44	1.418078979
H1181111	80.76	2.477123115
H1181118	73.36	2.32485857
H1181119	77.97	2.42321471
H1181120	54.39	1.819464373
H1181206	98.03	2.72052526
H1181211	52.87	1.774729362
H1181215	119.52	2.861440704
H1181217	30.3	1.179009309
H1181218	29.68	1.167007312
H1181302	42.4	1.471485298
H1181306	132.36	2.900858384
H1181312	152.33	2.93776609
H1181404	115.89	2.845931771
H1181409	134.03	2.904735194
H1181413	119.84	2.862694162
H1181415	152.07	2.937372355
H1181417	82.98	2.516976315
H1181419	91.77	2.649180403
H1182102	63.38	2.075411077
H1182103	69.16	2.225559716
H1182104	48.11	1.634628659
H1182105	45.74	1.565858779
H1182106	110.06	2.8151856
H1182107	47.58	1.61915658
H1182111	48.87	1.656886745
H1182113	75.03	2.361809063
H1182114	64.93	2.117057962
H1182115	49.5	1.675389733
H1182116	55.01	1.837652526
H1182117	41.81	1.455231588
H1182118	52.3	1.757920784
H1182119	41.73	1.453038937
H1182120	57.08	1.897989982
H1182201	72.41	2.303183418
H1182204	83.63	2.528138451
H1182205	60.72	2.001916959
H1182206	97.04	2.710382632
H1182207	51.7	1.740220154
H1182208	73.12	2.319427192
H1182210	65.65	2.136077725
H1182215	84.87	2.548801999
H1182301	83.79	2.53085109
H1182306	82.69	2.511922543
H1182310	111.35	2.822690975
H1182312	114.4	2.838814158
H1182314	43.21	1.494025036
H1182316	73.71	2.332725093
H1182318	151.77	2.936916418
H1182319	61.84	2.033151754
H1182320	87.73	2.593356972
H1182402	30.04	1.173933208
H1182410	92.53	2.658790447
H1182415	32.2	1.21792686
H1183106	49.2	1.666573639
H1183108	66.8	2.166002667
H1183109	70.64	2.261561843
H1183111	37.08	1.331074892
H1183112	55.53	1.852871202
H1183113	125.62	2.882655764
H1183114	107.54	2.799225244
H1183115	69.58	2.235885033
H1183116	51.74	1.741400267
H1183120	47.15	1.606639007
H1183203	141.26	2.919444767
H1183206	63.26	2.072148588
H1183209	55.46	1.850824641
H1183211	37.13	1.332321039
H1183213	83.15	2.519917693
H1183219	91.09	2.640347835
H1183313	54.74	1.829737158
H1183315	36.29	1.311600476
H1183318	56.88	1.892191657
H1183319	85.49	2.558825935
H1183402	48.52	1.646626769
H1183406	86.29	2.571459605
H1183409	61.7	2.029269481
H1183411	138.46	2.914095619
H1183414	78.59	2.435562956
H1183415	64.66	2.10987104
H1184106	69.16	2.225559716
H1184110	60	1.981634387
H1184114	77.14	2.406354992
H1184117	78.79	2.439501358
H1184118	96.06	2.69993611
H1184201	67.41	2.181640965
H1184202	133.47	2.90345881
H1184203	30.35	1.179992543
H1184206	149.05	2.932695632
H1184207	122.16	2.871287536
H1184209	66.82	2.166518022
H1184214	80.82	2.478235591
H1184218	126.3	2.884709385
H1184303	59.21	1.959211633
H1184310	133.35	2.903182264
H1184311	199.24	3.000931061
H1184314	65.34	2.127914876
H1184318	74.76	2.355935626
H1184320	58.54	1.940067239
H1184321	228.91	3.039512827
H1184401	39.4	1.390481408
H1184402	82.92	2.515934446
H1184403	61.03	2.010601964
H1184405	74.99	2.360941388
H1184413	80.06	2.463998578
H1184418	79.97	2.462291662
H1191112	69.95	2.244910352
H1191114	90.58	2.633576382
H1191118	93.67	2.672697104
H1191201	44.68	1.53552476
H1191206	69.79	2.241015696
H1191209	64.15	2.096216704
H1191213	47.27	1.610128883
H1191219	78.93	2.442245197
H1191302	79.52	2.453690484
H1191303	42.51	1.474531352
H1191305	87.26	2.586328175
H1191306	79.72	2.457526934
H1191309	60.74	2.00247817
H1191311	85.07	2.552057843
H1191313	78.72	2.43812541
H1191315	46.36	1.583736009
H1191317	78.23	2.428418624
H1191319	75.42	2.370223877
H1191401	52.9	1.775613696
H1191404	325.83	3.165509
H1191406	61.09	2.012279501
H1191414	65.15	2.122892174
H1191417	100.31	2.742377129
H1192101	46.09	1.575939519
H1192105	71.02	2.270631222
H1192106	56.9	1.892771829
H1192108	66.78	2.165487136
H1192109	72.91	2.314650019
H1192111	82.28	2.504699683
H1192116	76.72	2.397680413
H1192117	49.95	1.688628896
H1192202	142.51	2.921716735
H1192203	69.08	2.223583381
H1192216	65.6	2.134763847
H1192217	57.9	1.921679523
H1192304	47.28	1.610419828
H1192305	171.39	2.964430707
H1192308	134.08	2.90484804
H1192310	72.14	2.296937656
H1192311	43.91	1.513697294
H1192315	57.99	1.92427092
H1192317	54.17	1.813000822
H1192405	79.5	2.453305633
H1192415	85.15	2.553354222
H1192418	88.94	2.610931793
H1193102	40.13	1.409795248
H1193104	65.86	2.141584534
H1193107	81.81	2.496307342
H1193109	51.46	1.733139628
H1193110	59.11	1.956361446
H1193114	89.83	2.623386541
H1193115	58.09	1.927148136
H1193116	25.07	1.08951443
H1193118	86.9	2.580867123
H1193202	72.58	2.307096617
H1193204	75.1	2.363325429
H1193205	51.33	1.729304585
H1193206	218.94	3.026551253
H1193210	62.58	2.053562323
H1193211	39.43	1.391269632
H1193212	122.9	2.873856485
H1193213	62.38	2.048064509
H1193216	117.01	2.850982094
H1193301	67	2.171148254
H1193302	73.68	2.332053348
H1193303	35.91	1.302380768
H1193304	71.28	2.276794816
H1193307	53.55	1.794762676
H1193308	67.34	2.179854868
H1193309	72.38	2.302491302
H1193312	65.5	2.132132955
H1193314	75.5	2.371939882
H1193315	58.69	1.944362965
H1193401	52.01	1.749365925
H1193402	70.61	2.260842767
H1193404	116.17	2.84721779
H1193405	63.2	2.070515355
H1193409	89.24	2.615174367
H1193412	79.04	2.444393536
H1193415	59.99	1.981351628
H1193416	68.14	2.200134463
H1193417	79.05	2.44458851
H1194102	67.01	2.171405068
H1194106	75.92	2.380892291
H1194107	43.15	1.492346934
H1194108	55.08	1.839703231
H1194110	45.98	1.572768072
H1194111	51.99	1.748775892
H1194112	58.19	1.930023095
H1194114	93.84	2.674719432
H1194115	100.32	2.742468491
H1194117	107.2	2.796932605
H1194118	61.26	2.017026381
H1194119	175.44	2.969806881
H1194208	37.95	1.352980137
H1194214	63.18	2.06997065
H1194304	145.46	2.926838567
H1194306	60.94	2.008083559
H1194308	71.28	2.276794816
H1194314	81.14	2.484135539
H1194317	71.38	2.279156342
H1194402	43.35	1.497945692
H1194404	46.5	1.587785144
H1194405	80.58	2.473773863
H1194413	67.68	2.188509415
H1194414	68.22	2.202146241
H1194419	156.15	2.943416626
H1201102	57.19	1.901175785
H1201103	58.41	1.936339912
H1201107	69.16	2.225559716
H1201108	82.79	2.513670372
H1201109	68.53	2.209913714
H1201115	85.63	2.561061194
H1201117	53.54	1.794468271
H1201208	164.04	2.954507711
H1201213	47.11	1.605476321
H1201215	82.14	2.502212413
H1201307	64.51	2.105865707
H1201311	87.17	2.584969214
H1201402	41.08	1.43532785
H1201404	60.93	2.007803581
H1201410	57.89	1.92139148
H1201412	119.71	2.862187025
H1201418	90.2	2.628448213
H1202102	209.43	3.014186177
H1202106	191.39	2.990707441
H1202111	59.19	1.958641803
H1202115	67.58	2.185969404
H1202117	89.94	2.624898446
H1202202	116.1	2.846897772
H1202203	68.69	2.213905105
H1202206	66.34	2.154101111
H1202208	70.07	2.247823123
H1202211	76.73	2.397888066
H1202213	200.58	3.002674808
H1202215	71.25	2.276085372
H1202301	101.58	2.753678658
H1202303	250.59	3.067696994
H1202401	68.72	2.214652148
H1202405	41.88	1.4571524
H1202406	44.57	1.532395226
H1202409	85.04	2.551570823
H1203102	75.68	2.375788285
H1203103	55.92	1.864260518
H1203113	52.03	1.749955954
H1203115	40.78	1.427218278
H1203116	51.42	1.73195959
H1203204	60.47	1.994891675
H1203208	96.26	2.702101422
H1203209	82.43	2.507352786
H1203210	51.23	1.726354738
H1203211	49.09	1.663343347
H1203212	82.84	2.514542254
H1203301	102.67	2.762905898
H1203302	59.96	1.980503181
H1203307	99.15	2.731516656
H1203308	45.92	1.571039421
H1203309	78.06	2.42502025
H1203405	48.39	1.642819947
H1203406	74.24	2.344514106
H1203409	39.75	1.399706975
H1204102	75.11	2.363541839
H1204108	102.91	2.764880635
H1204110	161.03	2.950347559
H1204111	78.42	2.432198087
H1204113	122.96	2.874061333
H1204114	57.19	1.901175785
H1204116	130.4	2.89601938
H1204205	125.98	2.883749837
H1204208	151.46	2.936443408
H1204211	57.48	1.909563192
H1204213	87.38	2.588133601
H1204302	295.32	3.125846
H1204304	81.3	2.487064518
H1204307	72.13	2.296705611
H1204310	81.89	2.497744322
H1204312	113.45	2.834024482
H1204313	62.95	2.063696078
H1204315	65.06	2.120507833
H1204401	45.24	1.551511771
H1204406	36.57	1.318456023
H1204411	84.62	2.544702217
H1204413	78.35	2.430807953
H1204414	45.74	1.565858779
H1211106	47.35	1.612456956
H1211107	83.56	2.526947334
H1211109	34.75	1.274859463
H1211118	236.24	3.049041943
H1211203	204.88	3.008268785
H1211205	118.41	2.85695607
H1211207	93.14	2.66630685
H1211217	72.02	2.294149717
H1211301	48.56	1.647798552
H1211303	141.2	2.919334027
H1211306	71.06	2.271581683
H1211307	149.18	2.932901207
H1211316	88.29	2.601583504
H1211404	115.99	2.846392887
H1211407	79.11	2.445757207
H1211418	74.69	2.354406516
H1212101	41.87	1.456877871
H1212102	69.11	2.224324865
H1212104	43	1.488157483
H1212106	64.85	2.114931562
H1212108	121.91	2.870401543
H1212114	62.53	2.05218918
H1212203	96.39	2.703499645
H1212205	100.22	2.741553144
H1212206	65.82	2.140537052
H1212209	120.77	2.86624093
H1212210	37.98	1.353743736
H1212211	69.76	2.240284058
H1212301	36.85	1.325363192
H1212302	87.59	2.5912752
H1212303	173.93	2.967807848
H1212309	149.36	2.933185172
H1212314	49.43	1.67333187
H1212401	54.4	1.819758058
H1212406	41.94	1.458800465
H1212407	157.06	2.944730337
H1212409	56.62	1.884642715
H1212411	112.16	2.827188304
H1212416	94.3	2.680125544
H1213101	420.82	3.288996
H1213105	55.54	1.853163512
H1213108	47.88	1.627908829
H1213111	26.13	1.105415898
H1213119	186.86	2.984796559
H1213204	106.45	2.791752482
H1213208	66.15	2.149158435
H1213210	42.82	1.483141257
H1213213	79.25	2.448476492
H1213215	69.89	2.243451322
H1213304	33.03	1.235891786
H1213309	49.16	1.66539884
H1213311	93.09	2.665697286
H1213317	83.55	2.526776959
H1213401	53.54	1.794468271
H1213404	47.03	1.603151876
H1213406	34.33	1.265135395
H1213408	68.13	2.199882782
H1213412	80.41	2.470594393
H1213413	97.15	2.71152976
H1213417	84.65	2.545195952
H1214101	55.29	1.845851626
H1214102	62.02	2.038133654
H1214103	113.51	2.834333003
H1214110	78.39	2.431602644
H1214111	78.96	2.442831766
H1214118	182.51	2.9791066
H1214202	46.27	1.581135314
H1214204	69.23	2.227286495
H1214206	43.82	1.511158535
H1214207	76.43	2.391634831
H1214208	42.33	1.46954942
H1214209	72.21	2.298560536
H1214211	76.33	2.38953956
H1214304	70.49	2.257961989
H1214307	66.93	2.169349314
H1214310	47.6	1.619739594
H1214311	120.13	2.863815322
H1214313	93.84	2.674719432
H1214314	68.8	2.216642182
H1214317	139.32	2.91577977
H1214401	64.21	2.097828391
H1214402	66.07	2.147072668
H1214404	121.06	2.867318447
H1214405	44.7	1.536094157
H1214406	204.88	3.008268785
H1214407	87.24	2.586026546
H1214409	149.83	2.933922996
H1214410	84.57	2.543878257
