disease,age,sex,agesex,n_a,n_b,n_c,p_a,p_b,p_c,morbidity
Cardiopulmonary,92,FEMALE,92FEMALE,0.9838200355,-1.2304032752,0.2465832407,0.5796836173,-0.7356572775,0.1559736247,0.0827938838
Cardiopulmonary,93,FEMALE,93FEMALE,0.9149979257,-1.1483563988,0.233358474,0.5179774326,-0.6579389823,0.1399615183,0.0827938838
Cardiopulmonary,94,FEMALE,94FEMALE,0.8629963087,-1.085892994,0.2228966862,0.4612495099,-0.584882127,0.1236325903,0.0827938838
Cardiopulmonary,95,FEMALE,95FEMALE,0.821714584,-1.0352527873,0.2135382042,0.4069697606,-0.5132779652,0.1063081829,0.0827938838
Cardiopulmonary,96,FEMALE,96FEMALE,0.7836398417,-0.9868607918,0.2032209509,0.3521931717,-0.439485043,0.0872918551,0.0827938838
Cardiopulmonary,97,FEMALE,97FEMALE,0.7495817376,-0.9415264743,0.1919447373,0.2979979808,-0.3652865821,0.0672885906,0.0827938838
Cardiopulmonary,98,FEMALE,98FEMALE,0.7110064144,-0.8881458259,0.1771394121,0.2420313888,-0.288912905,0.0468815102,0.0827938838
Cardiopulmonary,99,FEMALE,99FEMALE,0.6506230283,-0.8048520484,0.1542290205,0.1824389434,-0.2102676048,0.0278286588,0.0827938838
Cardiopulmonary,100,FEMALE,100FEMALE,0.5717678689,-0.6960769986,0.1243091299,0.1268748761,-0.1404439381,0.0135690612,0.0827938838
Cardiopulmonary,101,FEMALE,101FEMALE,0.4779250673,-0.5678228074,0.0898977403,0.0818459169,-0.087143043,0.0052971259,0.0827938838
Cardiopulmonary,102,FEMALE,102FEMALE,0.3597573576,-0.4129549038,0.0531975463,0.0475018628,-0.0490636145,0.0015617517,0.0827938838
Cardiopulmonary,103,FEMALE,103FEMALE,0.2199370872,-0.2413027316,0.0213656444,0.0227288264,-0.0230350263,0.0003061999,0.0827938838
Cardiopulmonary,104,FEMALE,104FEMALE,0.0878800007,-0.0915365282,0.0036565275,0.0074210185,-0.0074491746,2.8156117930578E-005,0.0827938838
Cardiopulmonary,105,FEMALE,105FEMALE,0,0,0,0,0,0,0.0827938838
LungCancer,0,MALE,0MALE,-4.35977531540316E-005,-1.23927414767429E-007,-2.06271993790258E-010,-4.36112286264238E-005,-1.24450519785799E-007,-2.61206581328531E-010,0.0050843915
LungCancer,1,MALE,1MALE,-5.23296261460452E-005,-1.48727268127955E-007,-2.47496137456103E-010,-5.23422899234203E-005,-1.49344710855451E-007,-3.13346910792555E-010,0.0050843915
LungCancer,2,MALE,2MALE,-6.26941271787082E-005,-1.78154827320412E-007,-2.96388639461245E-010,-6.26931187526836E-005,-1.78847795007933E-007,-3.75091477947075E-010,0.0050843915
LungCancer,3,MALE,3MALE,-7.51055580404232E-005,-2.1338081653819E-007,-3.54879944768878E-010,-7.50623254734179E-005,-2.14090200736269E-007,-4.48776256643854E-010,0.0050843915
LungCancer,4,MALE,4MALE,-8.9943661679708E-005,-2.55475252605328E-007,-4.24726406078146E-010,-8.98083915860743E-005,-2.56085351123313E-007,-5.36478747232915E-010,0.0050843915
LungCancer,5,MALE,5MALE,-0.0001075332,-3.05349564076371E-007,-5.0741462256735E-010,-0.0001072367,-3.05692821077713E-007,-6.39942135061014E-010,0.0061691392
LungCancer,6,MALE,6MALE,-0.0001281974,-3.63908053692586E-007,-6.04411399488756E-010,-0.0001276584,-3.63785931818088E-007,-7.60922727841724E-010,0.0061691392
LungCancer,7,MALE,7MALE,-0.0001524058,-4.32463714353499E-007,-7.17845275384608E-010,-0.000151543,-4.31682645792767E-007,-9.02073007475389E-010,0.0061691392
LungCancer,8,MALE,8MALE,-0.0001807131,-5.12563236464159E-007,-8.5021288192521E-010,-0.0001794571,-0.000000511,-1.06656636728651E-009,0.0061691392
LungCancer,9,MALE,9MALE,-0.0002135788,-6.0547851973507E-007,-0.000000001,-0.0002118796,-0.000000603,-1.25701986330341E-009,0.0061691392
LungCancer,10,MALE,10MALE,-0.0002513364,-7.12120057721438E-007,-1.17924866260132E-009,-0.0002491648,-7.08680743497099E-007,-1.4752776459046E-009,0.0061691392
LungCancer,11,MALE,11MALE,-0.0002941465,-8.32907296083726E-007,-1.37793648418907E-009,-0.0002914908,-8.28549550538973E-007,-1.72213714758588E-009,0.0061691392
LungCancer,12,MALE,12MALE,-0.0003420182,-9.67833709125676E-007,-1.59950828671437E-009,-0.0003388788,-9.62610982789325E-007,-0.000000002,0.0061691392
LungCancer,13,MALE,13MALE,-0.0003956997,-1.11894521962141E-006,-1.84716048365685E-009,-0.000392085,-1.11294153112214E-006,-2.30525507350465E-009,0.0061691392
LungCancer,14,MALE,14MALE,-0.0004561321,-1.28880982779556E-006,-2.12488743208076E-009,-0.0004520656,-1.28215995707674E-006,-2.65038830898346E-009,0.0061691392
LungCancer,15,MALE,15MALE,-0.0005237015,-1.47843056558701E-006,-2.43411468262193E-009,-0.0005192056,-1.47126952159669E-006,-0.000000003,0.0067182056
LungCancer,16,MALE,16MALE,-0.0005988681,-0.000001689,-2.77652295022312E-009,-0.0005939485,-1.68141685911971E-006,-3.45939751814724E-009,0.0067182056
LungCancer,17,MALE,17MALE,-0.0006824223,-1.92259258162751E-006,-3.15512967275089E-009,-0.0006770385,-1.91455403192807E-006,-3.92830366587367E-009,0.0067182056
LungCancer,18,MALE,18MALE,-0.0007752692,-2.18157222082927E-006,-3.5733189267442E-009,-0.0007692972,-2.17281297090211E-006,-4.44461713971345E-009,0.0067182056
LungCancer,19,MALE,19MALE,-0.0008774977,-0.000002466,-0.000000004,-0.0008707189,-0.000002456,-0.000000005,0.0067182056
LungCancer,20,MALE,20MALE,-0.0009886239,-2.77447135439488E-006,-4.52487117848294E-009,-0.0009806855,-2.76228673150881E-006,-5.61143646849323E-009,0.0067182056
LungCancer,21,MALE,21MALE,-0.0011086916,-3.10685175660866E-006,-5.05493550615959E-009,-0.0010991243,-3.09124959340728E-006,-6.25583076408983E-009,0.0067182056
LungCancer,22,MALE,22MALE,-0.001237573,-3.46262988803826E-006,-5.61966940926071E-009,-0.0012257962,-3.44205139494538E-006,-6.93771420388808E-009,0.0067182056
LungCancer,23,MALE,23MALE,-0.0013749296,-3.84066242141988E-006,-6.21670898877279E-009,-0.0013602497,-3.81323022282522E-006,-7.65317657757531E-009,0.0067182056
LungCancer,24,MALE,24MALE,-0.0015206948,-4.24054724121934E-006,-6.84484767444419E-009,-0.001502293,-0.000004204,-8.3996720392641E-009,0.0067182056
LungCancer,25,MALE,25MALE,-0.0016745124,-0.000004661,-7.50140689460265E-009,-0.001651472,-0.000004613,-9.17293100224827E-009,0.0067182056
LungCancer,26,MALE,26MALE,-0.0018359026,-5.10054309527923E-006,-8.18320997107005E-009,-0.0018072291,-5.03817882107496E-006,-0.00000001,0.0067182056
LungCancer,27,MALE,27MALE,-0.0020035643,-5.55533006363367E-006,-8.88393387807231E-009,-0.0019682265,-5.47587568166502E-006,-1.07774556864714E-008,0.0067182056
LungCancer,28,MALE,28MALE,-0.0021759634,-6.02109280417612E-006,-9.59658416568152E-009,-0.0021329051,-5.92167161511513E-006,-1.159188951678E-008,0.0067182056
LungCancer,29,MALE,29MALE,-0.0023514374,-6.49317719589072E-006,-1.0313619797715E-008,-0.0022996188,-0.000006371,-1.24024015108945E-008,0.0067182056
LungCancer,30,MALE,30MALE,-0.0025284802,-6.96737245346296E-006,-0.000000011,-0.0024667967,-6.81935602889207E-006,-1.3200356385492E-008,0.0053210392
LungCancer,31,MALE,31MALE,-0.0027053891,-7.43893732688182E-006,-1.17328222913186E-008,-0.0026326269,-7.26182032666961E-006,-0.000000014,0.0053210392
LungCancer,32,MALE,32MALE,-0.0028802118,-7.90258476711789E-006,-1.24192723086016E-008,-0.0027948987,-7.69236128825961E-006,-1.47182271864153E-008,0.0053210392
LungCancer,33,MALE,33MALE,-0.0030506841,-8.35234371073011E-006,-1.30788571685822E-008,-0.0029509308,-8.10387112867423E-006,-1.54150618654765E-008,0.0053210392
LungCancer,34,MALE,34MALE,-0.0032138327,-8.7803527876382E-006,-1.37000181134138E-008,-0.0030973224,-8.48732399330422E-006,-1.60509190160696E-008,0.0053210392
LungCancer,35,MALE,35MALE,-0.0033681641,-9.18283680475671E-006,-1.42776872978756E-008,-0.0032318945,-8.83708965900157E-006,-1.66169250514394E-008,0.0053210392
LungCancer,36,MALE,36MALE,-0.0035111643,-9.55333152353821E-006,-1.48028508116039E-008,-0.0033515892,-9.14524157921109E-006,-1.71003991835546E-008,0.0053210392
LungCancer,37,MALE,37MALE,-0.0036416391,-9.88911870027508E-006,-1.52726986401086E-008,-0.0034547023,-9.40771597332522E-006,-1.74966885108591E-008,0.0053210392
LungCancer,38,MALE,38MALE,-0.0037580458,-1.01866692916846E-005,-1.56835105260972E-008,-0.003539252,-9.61983345780405E-006,-1.7800645937773E-008,0.0053210392
LungCancer,39,MALE,39MALE,-0.0038587547,-1.04421480316039E-005,-0.000000016,-0.0036033016,-0.000009777,-0.000000018,0.0053210392
LungCancer,40,MALE,40MALE,-0.0039442857,-0.000010657,-1.63173037467183E-008,-0.003646928,-9.87942043267893E-006,-1.81163645616019E-008,0.0053210392
LungCancer,41,MALE,41MALE,-0.0040153729,-1.08335131811018E-005,-1.65467092902532E-008,-0.0036705953,-9.92874646717027E-006,-1.81334430225E-008,0.0053210392
LungCancer,42,MALE,42MALE,-0.0040709117,-1.0969228998814E-005,-1.67170126302751E-008,-0.0036731432,-9.92242084062416E-006,-1.80564714932124E-008,0.0053210392
LungCancer,43,MALE,43MALE,-0.0041106786,-1.10639162639993E-005,-1.68287230533089E-008,-0.0036544591,-9.86051001210493E-006,-1.78873532108033E-008,0.0053210392
LungCancer,44,MALE,44MALE,-0.0041358543,-1.1120861676674E-005,-1.68871093863708E-008,-0.0036161031,-9.74734268179241E-006,-1.763447372371E-008,0.0053210392
LungCancer,45,MALE,45MALE,-0.0041487974,-1.11463708443105E-005,-1.69016393625441E-008,-0.0035615161,-9.59212032545113E-006,-1.73140756129911E-008,0.0101258809
LungCancer,46,MALE,46MALE,-0.0041495886,-1.1140549350305E-005,-1.68721687714764E-008,-0.0034919954,-9.39822983179918E-006,-1.69317136881836E-008,0.0101258809
LungCancer,47,MALE,47MALE,-0.0041386341,-1.1104528126067E-005,-1.68004953880269E-008,-0.0034096103,-9.17127655395432E-006,-1.6497604575787E-008,0.0101258809
LungCancer,48,MALE,48MALE,-0.004117114,-1.1041501723769E-005,-1.6691494349256E-008,-0.0033166092,-8.917348549677E-006,-0.000000016,0.0101258809
LungCancer,49,MALE,49MALE,-0.004085512,-1.09527927067683E-005,-1.65471965525979E-008,-0.0032138175,-8.63870490034111E-006,-1.55114962626978E-008,0.0101258809
LungCancer,50,MALE,50MALE,-0.0040445351,-1.08402128871723E-005,-1.63701088171042E-008,-0.0031009057,-8.33435810003153E-006,-0.000000015,0.0101258809
LungCancer,51,MALE,51MALE,-0.0039955868,-1.0707099410575E-005,-1.61641800209741E-008,-0.0029782597,-8.00491792240839E-006,-1.4371453792428E-008,0.0101258809
LungCancer,52,MALE,52MALE,-0.0039395734,-1.05556515428462E-005,-1.593214797934E-008,-0.0028466158,-7.65205587222497E-006,-1.37433370850341E-008,0.0101258809
LungCancer,53,MALE,53MALE,-0.0038766782,-1.03863152904962E-005,-1.56745632057308E-008,-0.0027069169,-7.27815685960488E-006,-1.30805300369032E-008,0.0101258809
LungCancer,54,MALE,54MALE,-0.0038055641,-1.01955091085234E-005,-1.53859915163338E-008,-0.0025598589,-0.000006885,-1.23854565224463E-008,0.0101258809
LungCancer,55,MALE,55MALE,-0.0037263545,-9.9843263500522E-006,-1.50699496338499E-008,-0.002406969,-6.47711664912094E-006,-1.16685156908159E-008,0.0101258809
LungCancer,56,MALE,56MALE,-0.0036412732,-9.75769984763275E-006,-1.47313654050448E-008,-0.0022523382,-6.0644790732308E-006,-1.0942500216037E-008,0.0101258809
LungCancer,57,MALE,57MALE,-0.0035515556,-0.000009519,-1.43753713921415E-008,-0.0020987657,-5.65451891756031E-006,-1.02204989751463E-008,0.0101258809
LungCancer,58,MALE,58MALE,-0.003454838,-9.26178787164827E-006,-0.000000014,-0.0019462987,-5.24733608987881E-006,-9.50256185333457E-009,0.0101258809
LungCancer,59,MALE,59MALE,-0.0033518657,-8.98810861187372E-006,-1.35850751650812E-008,-0.0017959357,-4.84560124185751E-006,-8.79342269364427E-009,0.0101258809
LungCancer,60,MALE,60MALE,-0.00324418,-8.70208125781947E-006,-1.31599471229275E-008,-0.0016479789,-4.45008523152747E-006,-8.09425730113638E-009,0.0153207853
LungCancer,61,MALE,61MALE,-0.0031331615,-8.4074281567092E-006,-1.27226186017171E-008,-0.001502863,-4.06187748992125E-006,-7.40661261919144E-009,0.0153207853
LungCancer,62,MALE,62MALE,-0.0030177453,-8.10127989333105E-006,-1.22687176165614E-008,-0.0013607095,-3.68118809055615E-006,-6.73026455177338E-009,0.0153207853
LungCancer,63,MALE,63MALE,-0.0028982158,-7.78436256244263E-006,-1.17992457594412E-008,-0.0012231,-3.31218507273311E-006,-6.07225733707204E-009,0.0153207853
LungCancer,64,MALE,64MALE,-0.0027735198,-7.45371875015218E-006,-1.13093784871892E-008,-0.0010918112,-2.95962590011884E-006,-5.44102809485028E-009,0.0153207853
LungCancer,65,MALE,65MALE,-0.002642058,-7.10489465502774E-006,-1.07919405959792E-008,-0.0009683135,-2.62751936488294E-006,-4.84405074968391E-009,0.0153207853
LungCancer,66,MALE,66MALE,-0.0025074472,-6.74759003819458E-006,-1.02616017010837E-008,-0.0008527244,-2.31624297368902E-006,-4.2823150427756E-009,0.0153207853
LungCancer,67,MALE,67MALE,-0.0023709825,-6.38518590855801E-006,-9.72322818254576E-009,-0.0007455129,-2.0271189893047E-006,-3.75849934125882E-009,0.0153207853
LungCancer,68,MALE,68MALE,-0.0022314283,-6.01422695890517E-006,-9.17121817617454E-009,-0.0006462471,-0.000001759,-3.27061023387459E-009,0.0153207853
LungCancer,69,MALE,69MALE,-0.002091465,-5.64180578113949E-006,-8.6160390403929E-009,-0.0005555727,-1.51367838477815E-006,-2.82211333965793E-009,0.0153207853
LungCancer,70,MALE,70MALE,-0.0019535451,-5.27449409035582E-006,-8.06761336989083E-009,-0.0004733985,-0.000001291,-2.41291606830774E-009,0.022863916
LungCancer,71,MALE,71MALE,-0.0018193758,-4.91694239081828E-006,-7.5331629433913E-009,-0.0003995893,-1.0905384323474E-006,-0.000000002,0.022863916
LungCancer,72,MALE,72MALE,-0.0016881979,-0.000004567,-0.000000007,-0.0003342973,-9.12912540139387E-007,-1.71307753035329E-009,0.022863916
LungCancer,73,MALE,73MALE,-0.0015607891,-4.22681611057681E-006,-6.49893106495055E-009,-0.0002775987,-7.5837236587217E-007,-1.42468957094875E-009,0.022863916
LungCancer,74,MALE,74MALE,-0.001436306,-3.89393446581692E-006,-0.000000006,-0.0002290035,-6.25693661579258E-007,-1.17592637988393E-009,0.022863916
LungCancer,75,MALE,75MALE,-0.0013151068,-3.56930857381247E-006,-5.5087485280565E-009,-0.0001879908,-5.135817584385E-007,-0.000000001,0.022863916
LungCancer,76,MALE,76MALE,-0.0011982407,-3.2557415249697E-006,-0.000000005,-0.0001537383,-4.19894494044436E-007,-7.88461961886332E-010,0.022863916
LungCancer,77,MALE,77MALE,-0.0010865656,-2.95554852103643E-006,-4.57878678980185E-009,-0.0001251862,-3.41793016786366E-007,-6.41236992564714E-010,0.022863916
LungCancer,78,MALE,78MALE,-0.0009819795,-0.000002674,-4.15019794568811E-009,-0.0001013514,-2.76613467742163E-007,-5.18447770405677E-010,0.022863916
LungCancer,79,MALE,79MALE,-0.0008864402,-2.41637839808828E-006,-3.75726365803183E-009,-8.15739452181878E-005,-2.2256518248049E-007,-4.16797695837201E-010,0.022863916
LungCancer,80,MALE,80MALE,-0.0007965238,-2.17352264147172E-006,-3.38562060754912E-009,-6.50052622648728E-005,-1.77339077879196E-007,-3.3199996488714E-010,0.0427915746
LungCancer,81,MALE,81MALE,-0.0007136465,-1.94926163933062E-006,-0.000000003,-5.13083900684674E-005,-0.00000014,-2.62274007406587E-010,0.0427915746
LungCancer,82,MALE,82MALE,-0.0006376145,-1.74311444589286E-006,-2.72375051464095E-009,-3.99741266972472E-005,-1.09147831333377E-007,-2.04815543309916E-010,0.0427915746
LungCancer,83,MALE,83MALE,-0.0005675435,-1.55272783338043E-006,-2.42938512450361E-009,-0.000030576,-8.3561424656539E-008,-1.57177131690649E-010,0.0427915746
LungCancer,84,MALE,84MALE,-0.0005040374,-1.3798702892723E-006,-2.16130029557506E-009,-2.29044315020002E-005,-6.26519945549771E-008,-1.18123657560402E-010,0.0427915746
LungCancer,85,MALE,85MALE,-0.0004481128,-1.22736977795935E-006,-1.92404486193133E-009,-1.69166644885543E-005,-4.63121615677215E-008,-8.74980309107329E-011,0.0427915746
LungCancer,86,MALE,86MALE,-0.0003990366,-1.09327280222141E-006,-1.7146986718793E-009,-1.23753490724484E-005,-3.39237605226611E-008,-6.42952200297896E-011,0.0427915746
LungCancer,87,MALE,87MALE,-0.0003558669,-9.75101175417668E-007,-1.52964214473912E-009,-8.9423344918536E-006,-2.45840673595064E-008,-4.69337840001473E-011,0.0427915746
LungCancer,88,MALE,88MALE,-0.0003194155,-8.75213479703834E-007,-1.37292943457999E-009,-6.31866495975603E-006,-1.74650039706337E-008,-3.38071986024646E-011,0.0427915746
LungCancer,89,MALE,89MALE,-0.0002889067,-7.91628522441706E-007,-1.24183684555575E-009,-4.25708394787865E-006,-1.1856504297638E-008,-2.34042642052276E-011,0.0427915746
LungCancer,90,MALE,90MALE,-0.000263895,-7.23176758621972E-007,-1.13466629798274E-009,-2.66818730825806E-006,-7.49304901801209E-009,-1.51073530409194E-011,0.0427915746
LungCancer,91,MALE,91MALE,-0.0002434021,-6.670635923051E-007,-0.000000001,-1.52969324982034E-006,-4.32667961841946E-009,-8.88258247422904E-012,0.0427915746
LungCancer,92,MALE,92MALE,-0.000218044,-5.97595872282635E-007,-9.37783391341008E-010,-7.52495185486704E-007,-2.13899624411116E-009,-4.44622619314634E-012,0.0427915746
LungCancer,93,MALE,93MALE,-0.0002002319,-0.000000549,-8.61974687360945E-010,-3.24905609680089E-007,-9.2611896699725E-010,-1.9383938422074E-012,0.0427915746
LungCancer,94,MALE,94MALE,-0.0001867323,-5.12258690738407E-007,-8.05091360099253E-010,-1.21513741893845E-007,-3.4679545716877E-010,-7.28087951437314E-013,0.0427915746
LungCancer,95,MALE,95MALE,-0.0001762619,-4.83930712010388E-007,-7.61589044757148E-010,-3.88721838142411E-008,-1.10988779652083E-010,-2.3327332632121E-013,0.0427915746
LungCancer,96,MALE,96MALE,-0.0001638376,-4.50237005379519E-007,-7.0963739860791E-010,-1.03251455551413E-008,-2.9484296123946E-011,-6.19884523745184E-014,0.0427915746
LungCancer,97,MALE,97MALE,-0.0001497977,-0.000000412,-6.50320197367459E-010,-2.26939879628864E-009,-6.48062839620223E-012,-1.36261137986271E-014,0.0427915746
LungCancer,98,MALE,98MALE,-0.0001341556,-3.69292853031093E-007,-5.83631452938604E-010,-4.07515465847617E-010,-1.16373644307136E-012,-2.44677822480843E-015,0.0427915746
LungCancer,99,MALE,99MALE,-0.0001245635,-3.43322349928268E-007,-5.43684302391264E-010,-6.17639255148903E-011,-1.76380580998126E-013,-3.70793123468385E-016,0.0427915746
LungCancer,100,MALE,100MALE,-0.0001151251,-3.18237305802322E-007,-5.06374664866938E-010,-7.32351991678121E-012,-2.09119557073551E-014,-4.39940983992986E-017,0.0427915746
LungCancer,101,MALE,101MALE,-0.0001135045,-3.15310640972894E-007,-5.05798555492779E-010,-7.50401835934362E-013,-2.13934767974793E-015,-4.5936854105074E-018,0.0427915746
LungCancer,102,MALE,102MALE,-0.0001011168,-2.8265376944123E-007,-4.58037814656065E-010,-6.3111331031707E-014,-1.76319876081494E-016,-4.26625485687801E-019,0.0427915746
LungCancer,103,MALE,103MALE,-6.64949309115571E-005,-1.87161406666183E-007,-3.06686250673372E-010,-3.92699782135401E-015,-1.17409715049468E-017,-4.32310780288838E-021,0.0427915746
LungCancer,104,MALE,104MALE,-0.000027027,-7.65632274596866E-008,-1.26751675556505E-010,-1.81940351532408E-016,-1.31513700275852E-018,1.92174377049216E-020,0.0427915746
LungCancer,105,MALE,105MALE,0,0,0,0,0,0,0.0427915746
LungCancer,0,FEMALE,0FEMALE,-3.34368788870218E-005,-9.50547563862701E-008,-1.58240402474871E-010,-3.34454776330805E-005,-9.54511861507639E-008,-2.0039254591377E-010,0.004650488
LungCancer,1,FEMALE,1FEMALE,-4.08908602230533E-005,-1.16230488785821E-007,-1.93454137993517E-010,-4.09013670133849E-005,-1.16714979221163E-007,-2.44957178498634E-010,0.004650488
LungCancer,2,FEMALE,2FEMALE,-4.97976310511167E-005,-1.41526639955643E-007,-2.35502113935033E-010,-4.98104136549767E-005,-1.42116208115563E-007,-2.98157214827794E-010,0.004650488
LungCancer,3,FEMALE,3FEMALE,-6.04928088596055E-005,-1.71892323684999E-007,-2.85951286038302E-010,-6.05083183302778E-005,-1.72607858175261E-007,-3.61966980954042E-010,0.004650488
LungCancer,4,FEMALE,4FEMALE,-7.3298943508556E-005,-2.08237744307288E-007,-3.46299229120177E-010,-7.331770974966E-005,-2.09103811945278E-007,-4.38269410965249E-010,0.004650488
LungCancer,5,FEMALE,5FEMALE,-8.84869137961431E-005,-2.51324728717673E-007,-4.17792621964961E-010,-8.85095313766083E-005,-2.52368930592703E-007,-5.28626733504892E-010,0.0042528677
LungCancer,6,FEMALE,6FEMALE,-0.0001063266,-3.01910056706078E-007,-5.01664216151107E-010,-0.0001063537,-3.03162969466361E-007,-6.34579331043746E-010,0.0042528677
LungCancer,7,FEMALE,7FEMALE,-0.0001271453,-3.60910642613841E-007,-5.99404433621889E-010,-0.0001271776,-3.62406427850135E-007,-7.57987089652222E-010,0.0042528677
LungCancer,8,FEMALE,8FEMALE,-0.0001512767,-4.29258076734876E-007,-7.12519565636293E-010,-0.0001513152,-0.000000431,-9.00723480162249E-010,0.0042528677
LungCancer,9,FEMALE,9FEMALE,-0.0001789846,-5.07683203388445E-007,-8.42177185207494E-010,-0.0001790324,-5.09787685116665E-007,-1.0642442372211E-009,0.0042528677
LungCancer,10,FEMALE,10FEMALE,-0.0002104527,-5.9668828027173E-007,-0.000000001,-0.0002105106,-5.99162510496982E-007,-1.24948597895417E-009,0.0042528677
LungCancer,11,FEMALE,11FEMALE,-0.000245772,-6.96513034356369E-007,-1.15382062536457E-009,-0.0002458325,-6.99376067014061E-007,-1.45680566111751E-009,0.0042528677
LungCancer,12,FEMALE,12FEMALE,-0.0002848885,-0.000000807,-1.33583634494388E-009,-0.0002849257,-8.10206540479567E-007,-1.68565880292812E-009,0.0042528677
LungCancer,13,FEMALE,13FEMALE,-0.0003282735,-9.29417081866311E-007,-1.53727189417018E-009,-0.0003282291,-9.32866914777161E-007,-1.93838932234293E-009,0.0042528677
LungCancer,14,FEMALE,14FEMALE,-0.0003765338,-1.06547058605625E-006,-1.76077845686232E-009,-0.0003763062,-1.06891354265747E-006,-2.2179969647773E-009,0.0042528677
LungCancer,15,FEMALE,15FEMALE,-0.0004299305,-1.21584846269044E-006,-0.000000002,-0.0004293679,-1.21890490904978E-006,-2.52543362536229E-009,0.005133338
LungCancer,16,FEMALE,16FEMALE,-0.0004887163,-1.3812185712907E-006,-2.27813800421798E-009,-0.0004876204,-1.38337948487498E-006,-2.86157184335487E-009,0.005133338
LungCancer,17,FEMALE,17FEMALE,-0.0005534641,-1.56313020756128E-006,-2.57534394575266E-009,-0.000551598,-1.56378236961893E-006,-3.22904054785318E-009,0.005133338
LungCancer,18,FEMALE,18FEMALE,-0.0006249119,-1.76357578481582E-006,-2.90206827816087E-009,-0.0006220078,-0.000001762,-3.63131780072498E-009,0.005133338
LungCancer,19,FEMALE,19FEMALE,-0.0007032025,-1.98288181351933E-006,-3.25864739952069E-009,-0.0006989805,-1.97840542028419E-006,-4.06861755958977E-009,0.005133338
LungCancer,20,FEMALE,20FEMALE,-0.0007882852,-2.2208350420672E-006,-3.6445484830197E-009,-0.0007824565,-2.2126812820237E-006,-4.54009843353393E-009,0.005133338
LungCancer,21,FEMALE,21FEMALE,-0.0008802501,-2.47760179397676E-006,-4.05981705875787E-009,-0.0008725211,-0.000002465,-0.000000005,0.005133338
LungCancer,22,FEMALE,22FEMALE,-0.0009790778,-0.000002753,-4.50398154113183E-009,-0.0009691335,-2.73518376848924E-006,-5.58437088619356E-009,0.005133338
LungCancer,23,FEMALE,23FEMALE,-0.0010847186,-3.04691129420819E-006,-0.000000005,-0.0010721991,-3.02284975079656E-006,-6.15511683310572E-009,0.005133338
LungCancer,24,FEMALE,24FEMALE,-0.0011971095,-3.35894687886782E-006,-5.47644863351456E-009,-0.0011815952,-3.32756370041742E-006,-6.75648296927693E-009,0.005133338
LungCancer,25,FEMALE,25FEMALE,-0.0013159997,-3.68833176373113E-006,-0.000000006,-0.0012969806,-3.64825863686712E-006,-7.38577390470596E-009,0.005133338
LungCancer,26,FEMALE,26FEMALE,-0.0014409883,-4.03384643591794E-006,-6.55215449335915E-009,-0.0014178514,-3.98342600384824E-006,-0.000000008,0.005133338
LungCancer,27,FEMALE,27FEMALE,-0.0015713717,-4.39345420003701E-006,-7.12212809066294E-009,-0.0015433827,-4.33068720580697E-006,-8.71250570453109E-009,0.005133338
LungCancer,28,FEMALE,28FEMALE,-0.0017063102,-4.7647621053896E-006,-7.70836193540738E-009,-0.0016725715,-4.68719216200715E-006,-9.39894983254048E-009,0.005133338
LungCancer,29,FEMALE,29FEMALE,-0.0018448241,-0.000005145,-8.30621757972138E-009,-0.0018042708,-5.04968628634824E-006,-1.00920990284316E-008,0.005133338
LungCancer,30,FEMALE,30FEMALE,-0.0019859141,-5.53126158372479E-006,-8.91091125620243E-009,-0.0019372119,-5.41456317251816E-006,-1.07844828864573E-008,0.0080436388
LungCancer,31,FEMALE,31FEMALE,-0.0021290911,-5.92216218831312E-006,-9.5199447777101E-009,-0.0020706246,-5.77961354104577E-006,-1.14714382320082E-008,0.0080436388
LungCancer,32,FEMALE,32FEMALE,-0.0022726088,-6.31284214577177E-006,-1.01255778831103E-008,-0.0022024545,-6.13914021124006E-006,-1.21418685366634E-008,0.0080436388
LungCancer,33,FEMALE,33FEMALE,-0.0024149485,-6.69919682112806E-006,-1.07215326981928E-008,-0.0023307801,-6.48792903993318E-006,-1.2786204320471E-008,0.0080436388
LungCancer,34,FEMALE,34FEMALE,-0.0025539288,-7.07530619094479E-006,-1.12986840359644E-008,-0.0024530271,-0.000006819,-1.33914828492211E-008,0.0080436388
LungCancer,35,FEMALE,35FEMALE,-0.0026877907,-7.43645040158244E-006,-1.18499028591511E-008,-0.0025669533,-7.12623547752014E-006,-1.39468060748552E-008,0.0080436388
LungCancer,36,FEMALE,36FEMALE,-0.0028150607,-7.77873731976078E-006,-1.23694755588423E-008,-0.002670653,-7.40464079739879E-006,-1.44433994848042E-008,0.0080436388
LungCancer,37,FEMALE,37FEMALE,-0.0029337228,-8.09686997536698E-006,-1.28497000469756E-008,-0.0027617251,-7.64784973584215E-006,-1.48704954177964E-008,0.0080436388
LungCancer,38,FEMALE,38FEMALE,-0.0030417514,-8.38560355367922E-006,-1.32831590931596E-008,-0.0028378267,-7.84975916924594E-006,-1.52181699056901E-008,0.0080436388
LungCancer,39,FEMALE,39FEMALE,-0.0031366316,-8.6383292580848E-006,-1.36602353588053E-008,-0.0028962262,-8.00316949780533E-006,-1.54742640311569E-008,0.0080436388
LungCancer,40,FEMALE,40FEMALE,-0.0032180337,-8.8542460216611E-006,-0.000000014,-0.0029363707,-8.10668494761285E-006,-1.56367458142153E-008,0.0080436388
